TRatePercent,Health_Events,Geography,CalendarYear,Gender,RaceEthnicity,Textbox3,DT_Count,DT_Population,DT_RATE,DT_LB,DT_UB1,Significance,County_Code
   Age-Adjusted Rate,Asthma,Cambria,2014,Total,Hispanic,15 to 34,ND,706,ND,ND,ND,,021
   Age-Adjusted Rate,Asthma,Cambria,2014,Total,Hispanic,35 to 64,ND,617,ND,ND,ND,,021
   Age-Adjusted Rate,Asthma,Cambria,2014,Total,Hispanic,65+,ND,188,ND,ND,ND,,021
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,All Races,All ages,ND,"4,785",ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,All Races,5 to 14,ND,454,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,All Races,15 to 34,ND,929,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,All Races,35 to 64,ND,"2,042",ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,All Races,65+,ND,"1,143",ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,White,All ages,ND,"4,680",ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,White,5 to 14,ND,431,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,White,15 to 34,ND,898,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,White,35 to 64,ND,"2,007",ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,White,65+,ND,"1,138",ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,Black,All ages,ND,22,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,Black,5 to 14,ND,5,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,Black,15 to 34,ND,9,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,Black,35 to 64,ND,7,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,Black,65+,ND,,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,Hispanic,All ages,ND,36,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,Hispanic,5 to 14,ND,9,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,Hispanic,15 to 34,ND,12,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,Hispanic,35 to 64,ND,5,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Cameron,2014,Total,Hispanic,65+,ND,4,ND,ND,ND,,023
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,All Races,All ages,74,"64,418",11.6,9.0,14.2,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,All Races,5 to 14,ND,"7,366",ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,All Races,15 to 34,10,"13,810",ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,All Races,35 to 64,29,"27,543",11.5,7.3,15.7,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,All Races,65+,20,"12,659",15.5,8.7,22.3,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,White,All ages,71,"61,858",11.5,8.8,14.2,+,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,White,5 to 14,ND,"6,901",ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,White,15 to 34,10,"13,060",ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,White,35 to 64,28,"26,668",11.6,7.3,15.9,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,White,65+,20,"12,429",15.8,8.9,22.7,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,Black,All ages,ND,"1,204",ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,Black,5 to 14,ND,188,ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,Black,15 to 34,ND,362,ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,Black,35 to 64,ND,462,ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,Black,65+,ND,105,ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,Hispanic,All ages,ND,"2,644",ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,Hispanic,5 to 14,ND,551,ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,Hispanic,15 to 34,ND,866,ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,Hispanic,35 to 64,ND,811,ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Carbon,2014,Total,Hispanic,65+,ND,156,ND,ND,ND,,025
   Age-Adjusted Rate,Asthma,Centre,2014,Total,All Races,All ages,82,"159,506",5.6,4.4,6.8,-,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,All Races,5 to 14,ND,"13,642",ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,All Races,15 to 34,12,"67,217",ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,All Races,35 to 64,42,"52,459",7.8,5.4,10.2,-,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,All Races,65+,23,"19,739",12.0,7.1,16.9,-,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,White,All ages,82,"141,345",6.1,4.8,7.4,-,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,White,5 to 14,ND,"12,200",ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,White,15 to 34,12,"56,113",ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,White,35 to 64,42,"48,174",8.6,6.0,11.2,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,White,65+,23,"19,252",12.3,7.3,17.3,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,Black,All ages,ND,"6,126",ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,Black,5 to 14,ND,313,ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,Black,15 to 34,ND,"3,555",ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,Black,35 to 64,ND,"1,952",ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,Black,65+,ND,139,ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,Hispanic,All ages,ND,"4,524",ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,Hispanic,5 to 14,ND,322,ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,Hispanic,15 to 34,ND,"2,843",ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,Hispanic,35 to 64,ND,"1,043",ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Centre,2014,Total,Hispanic,65+,ND,126,ND,ND,ND,,027
   Age-Adjusted Rate,Asthma,Chester,2014,Total,All Races,All ages,348,"513,291",6.5,5.8,7.2,-,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,All Races,5 to 14,41,"69,765",6.0,4.2,7.8,-,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,All Races,15 to 34,27,"126,525",2.2,1.4,3.0,-,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,All Races,35 to 64,149,"213,246",6.7,5.6,7.8,-,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,All Races,65+,85,"74,455",11.1,8.7,13.5,-,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,White,All ages,246,"444,905",5.3,4.6,6.0,-,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,White,5 to 14,27,"58,040",4.8,3.0,6.6,,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,White,15 to 34,18,"106,278",ND,ND,ND,,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,White,35 to 64,98,"188,343",4.8,3.8,5.8,-,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,White,65+,71,"68,863",10.1,7.8,12.4,-,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,Black,All ages,69,"32,865",22.1,16.9,27.3,-,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,Black,5 to 14,ND,"4,250",ND,ND,ND,,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,Black,15 to 34,ND,"11,056",ND,ND,ND,,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,Black,35 to 64,39,"11,759",31.9,21.9,41.9,-,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,Black,65+,12,"3,544",ND,ND,ND,,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,Hispanic,All ages,12,"36,481",ND,ND,ND,,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,Hispanic,5 to 14,ND,"7,118",ND,ND,ND,,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,Hispanic,15 to 34,ND,"12,390",ND,ND,ND,,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,Hispanic,35 to 64,ND,"11,273",ND,ND,ND,,029
   Age-Adjusted Rate,Asthma,Chester,2014,Total,Hispanic,65+,ND,"1,376",ND,ND,ND,,029
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,All Races,All ages,19,"39,428",ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,All Races,5 to 14,ND,"4,043",ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,All Races,15 to 34,ND,"11,641",ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,All Races,35 to 64,10,"14,825",ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,All Races,65+,ND,"6,959",ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,White,All ages,19,"38,214",ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,White,5 to 14,ND,"3,880",ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,White,15 to 34,ND,"11,008",ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,White,35 to 64,10,"14,596",ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,White,65+,ND,"6,852",ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,Black,All ages,ND,493,ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,Black,5 to 14,ND,47,ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,Black,15 to 34,ND,322,ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,Black,35 to 64,ND,81,ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,Black,65+,ND,23,ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,Hispanic,All ages,ND,290,ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,Hispanic,5 to 14,ND,46,ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,Hispanic,15 to 34,ND,129,ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,Hispanic,35 to 64,ND,79,ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clarion,2014,Total,Hispanic,65+,ND,18,ND,ND,ND,,031
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,All Races,All ages,54,"81,126",6.5,4.8,8.2,-,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,All Races,5 to 14,ND,"8,548",ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,All Races,15 to 34,ND,"19,045",ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,All Races,35 to 64,29,"34,441",8.5,5.4,11.6,-,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,All Races,65+,11,"15,313",ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,White,All ages,54,"77,347",6.9,5.1,8.7,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,White,5 to 14,ND,"8,265",ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,White,15 to 34,ND,"17,394",ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,White,35 to 64,29,"32,893",8.9,5.7,12.1,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,White,65+,11,"15,173",ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,Black,All ages,ND,"2,396",ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,Black,5 to 14,ND,74,ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,Black,15 to 34,ND,"1,223",ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,Black,35 to 64,ND,"1,025",ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,Black,65+,ND,40,ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,Hispanic,All ages,ND,"2,360",ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,Hispanic,5 to 14,ND,162,ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,Hispanic,15 to 34,ND,866,ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,Hispanic,35 to 64,ND,"1,216",ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clearfield,2014,Total,Hispanic,65+,ND,47,ND,ND,ND,,033
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,All Races,All ages,26,"39,511",6.9,4.2,9.6,-,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,All Races,5 to 14,ND,"4,507",ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,All Races,15 to 34,ND,"11,761",ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,All Races,35 to 64,16,"14,178",ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,All Races,65+,ND,"6,844",ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,White,All ages,26,"38,135",7.1,4.4,9.8,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,White,5 to 14,ND,"4,309",ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,White,15 to 34,ND,"11,091",ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,White,35 to 64,16,"13,855",ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,White,65+,ND,"6,768",ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,Black,All ages,ND,662,ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,Black,5 to 14,ND,73,ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,Black,15 to 34,ND,403,ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,Black,35 to 64,ND,135,ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,Black,65+,ND,12,ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,Hispanic,All ages,ND,565,ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,Hispanic,5 to 14,ND,99,ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,Hispanic,15 to 34,ND,259,ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,Hispanic,35 to 64,ND,121,ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Clinton,2014,Total,Hispanic,65+,ND,38,ND,ND,ND,,035
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,All Races,All ages,49,"66,969",6.7,4.8,8.6,-,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,All Races,5 to 14,ND,"6,882",ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,All Races,15 to 34,ND,"20,316",ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,All Races,35 to 64,21,"25,186",7.4,4.2,10.6,-,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,All Races,65+,19,"11,527",ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,White,All ages,48,"63,984",6.8,4.9,8.7,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,White,5 to 14,ND,"6,497",ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,White,15 to 34,ND,"18,788",ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,White,35 to 64,21,"24,472",7.6,4.3,10.9,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,White,65+,18,"11,387",ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,Black,All ages,ND,"1,362",ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,Black,5 to 14,ND,121,ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,Black,15 to 34,ND,899,ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,Black,35 to 64,ND,228,ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,Black,65+,ND,48,ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,Hispanic,All ages,ND,"1,736",ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,Hispanic,5 to 14,ND,294,ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,Hispanic,15 to 34,ND,759,ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,Hispanic,35 to 64,ND,421,ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Columbia,2014,Total,Hispanic,65+,ND,98,ND,ND,ND,,037
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,All Races,All ages,62,"87,057",5.8,4.4,7.2,-,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,All Races,5 to 14,ND,"10,518",ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,All Races,15 to 34,ND,"21,024",ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,All Races,35 to 64,25,"34,792",5.6,3.4,7.8,-,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,All Races,65+,25,"15,979",15.9,9.7,22.1,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,White,All ages,60,"83,633",5.8,4.3,7.3,-,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,White,5 to 14,ND,"9,896",ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,White,15 to 34,ND,"19,909",ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,White,35 to 64,25,"33,737",5.7,3.5,7.9,-,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,White,65+,24,"15,686",15.6,9.4,21.8,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,Black,All ages,ND,"1,642",ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,Black,5 to 14,ND,200,ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,Black,15 to 34,ND,577,ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,Black,35 to 64,ND,618,ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,Black,65+,ND,152,ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,Hispanic,All ages,ND,"1,065",ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,Hispanic,5 to 14,ND,227,ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,Hispanic,15 to 34,ND,409,ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,Hispanic,35 to 64,ND,266,ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Crawford,2014,Total,Hispanic,65+,ND,44,ND,ND,ND,,039
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,All Races,All ages,146,"243,533",6.0,5.0,7.0,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,All Races,5 to 14,16,"27,969",ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,All Races,15 to 34,11,"64,649",ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,All Races,35 to 64,46,"96,465",5.0,3.6,6.4,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,All Races,65+,48,"41,530",11.3,8.1,14.5,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,White,All ages,127,"219,729",5.7,4.7,6.7,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,White,5 to 14,13,"23,827",ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,White,15 to 34,10,"56,033",ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,White,35 to 64,40,"88,874",4.8,3.3,6.3,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,White,65+,47,"40,084",11.5,8.2,14.8,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,Black,All ages,14,"9,259",ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,Black,5 to 14,ND,"1,304",ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,Black,15 to 34,ND,"3,917",ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,Black,35 to 64,ND,"2,928",ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,Black,65+,ND,458,ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,Hispanic,All ages,ND,"8,321",ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,Hispanic,5 to 14,ND,"1,610",ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,Hispanic,15 to 34,ND,"3,198",ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,Hispanic,35 to 64,ND,"2,440",ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Cumberland,2014,Total,Hispanic,65+,ND,301,ND,ND,ND,,041
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,All Races,All ages,331,"272,078",11.6,10.4,12.8,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,All Races,5 to 14,33,"33,696",9.8,6.5,13.1,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,All Races,15 to 34,45,"70,434",6.3,4.5,8.1,,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,All Races,35 to 64,164,"109,569",13.8,11.7,15.9,,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,All Races,65+,47,"41,499",11.5,8.2,14.8,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,White,All ages,155,"201,067",7.0,5.9,8.1,,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,White,5 to 14,11,"21,468",ND,ND,ND,,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,White,15 to 34,16,"48,891",ND,ND,ND,,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,White,35 to 64,81,"85,207",8.7,6.8,10.6,,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,White,65+,35,"35,263",10.0,6.7,13.3,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,Black,All ages,160,"51,068",30.5,25.8,35.2,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,Black,5 to 14,20,"8,203",24.3,13.7,34.9,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,Black,15 to 34,27,"15,144",18.8,11.7,25.9,,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,Black,35 to 64,81,"18,359",40.8,31.9,49.7,,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,Black,65+,ND,"5,076",ND,ND,ND,,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,Hispanic,All ages,ND,"22,595",ND,ND,ND,,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,Hispanic,5 to 14,ND,"4,715",ND,ND,ND,,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,Hispanic,15 to 34,ND,"7,638",ND,ND,ND,,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,Hispanic,35 to 64,ND,"6,483",ND,ND,ND,,043
   Age-Adjusted Rate,Asthma,Dauphin,2014,Total,Hispanic,65+,ND,"1,042",ND,ND,ND,,043
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,All Races,All ages,896,"562,957",16.1,15.0,17.2,+,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,All Races,5 to 14,166,"69,816",23.9,20.3,27.5,+,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,All Races,15 to 34,121,"152,736",8.0,6.6,9.4,+,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,All Races,35 to 64,309,"222,130",13.4,11.9,14.9,,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,All Races,65+,153,"84,649",18.1,15.2,21.0,,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,White,All ages,371,"400,096",8.6,7.7,9.5,,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,White,5 to 14,31,"42,922",7.3,4.7,9.9,,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,White,15 to 34,50,"101,061",4.9,3.5,6.3,+,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,White,35 to 64,154,"164,434",8.9,7.5,10.3,,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,White,65+,109,"71,550",14.7,11.9,17.5,,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,Black,All ages,402,"119,502",33.8,30.5,37.1,-,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,Black,5 to 14,106,"19,278",55.1,44.6,65.6,,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,Black,15 to 34,62,"38,533",16.6,12.5,20.7,,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,Black,35 to 64,143,"42,244",32.9,27.5,38.3,-,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,Black,65+,31,"9,899",33.1,21.4,44.8,,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,Hispanic,All ages,32,"19,977",20.0,13.1,26.9,,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,Hispanic,5 to 14,ND,"3,601",ND,ND,ND,,045
   Age-Adjusted Rate,Asthma,Delaware,2014,Total,Hispanic,15 to 34,ND,"7,370",ND,ND,ND,,045
